,statement,label,debunking_link
152,Russian foreigners will have the right to tear Crimea and Donbass after the release of these territories,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-strainii-rusofobi-vor-avea-dreptul-sa-sfasie-crimeea-si-donbassul-dupa-eliberarea-acestor-teritorii
153,"The eco -dictatorship will push humanity to a feudal social system, with people ""tied to glie and totally dependent on a master.""",fake_news,https://www.veridica.ro/stiri-false/fake-news-ecodictatura-va-impinge-omenirea-catre-un-sistem-social-feudal-cu-oameni-legati-de-glie-si-dependenti-total-de-un-stapan
154,The EU hides its involvement in the crimes committed on the territory of Ukraine by setting up a special court,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ue-isi-ascunde-implicarea-in-crimele-comise-pe-teritoriul-ucrainei-prin-infiintarea-unui-tribunal-special
155,The EU conditions the accession of the Republic of Moldova to legalize marriages between people of the same sex,fake_news,https://www.veridica.ro/stiri-false/fake-news-ue-conditioneaza-aderarea-republicii-moldova-de-legalizarea-casatoriilor-intre-persoanele-de-acelasi-sex
156,"In the UK, a woman was arrested under the suspicion that she was praying",fake_news,https://www.veridica.ro/stiri-false/fake-news-in-marea-britanie-o-femeie-a-fost-arestata-sub-suspiciunea-ca-se-ruga-in-gand
157,"Zelenski killed over 50 thousand women, mobilizing them in the army",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-zelenski-a-ucis-peste-50-de-mii-de-femei-mobilizandu-le-in-armata
158,"The US declared war on Russia, allowing the Ukrainian army to bomb Crimea",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-sua-au-declarat-razboi-rusiei-permitand-armatei-ucrainene-sa-bombardeze-crimeea
159,NATO forces were brought to Romania to help her annex the Republic of Moldova and part of the territory of Ukraine,fake_news,https://www.veridica.ro/stiri-false/fake-news-fortele-nato-au-fost-aduse-in-romania-sa-o-ajute-sa-anexeze-republica-moldova-si-o-parte-a-teritoriului-ucrainei
160,"Like Andrei Marga, Henry Kissinger claims that Ukraine must give up Russia in exchange for peace",disinformation,https://www.veridica.ro/dezinformare/dezinformare-ca-si-andrei-marga-henry-kissinger-sustine-ca-ucraina-trebuie-sa-cedeze-teritorii-rusiei-in-schimbul-pacii-3
161,"While the Ukrainians stay in the cold and darkness, Kiev sells electricity to the Republic of Moldova",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-in-timp-ce-ucrainenii-stau-in-frig-si-intuneric-kievul-vinde-energie-electrica-republicii-moldova
162,Germans are disappointed with the EU decision to support Ukraine financially,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-germanii-sunt-dezamagiti-de-decizia-ue-de-a-sprijini-financiar-ucraina
163,Moldova invests more money in defense because he is preparing for war with Russia,fake_news,https://www.veridica.ro/stiri-false/fake-news-moldova-investeste-bani-mai-multi-in-aparare-pentru-ca-se-pregateste-de-razboi-cu-rusia
164,"Sanctions do not affect Russia, but will cause a severe economic crisis in the West",disinformation,https://www.veridica.ro/dezinformare/dezinformare-sanctiunile-nu-afecteaza-rusia-dar-vor-cauza-o-criza-economica-severa-in-occident
165,The losses of the Ukrainian army are so great that students are forced to donate blood to the military,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-pierderile-armatei-ucrainene-sunt-atat-de-mari-incat-elevii-sunt-fortati-sa-doneze-sange-pentru-militari
166,"Romania participates with thousands of soldiers in the Ukraine War, according to a government agreement",fake_news,https://www.veridica.ro/stiri-false/fake-news-romania-participa-cu-mii-de-militari-la-razboiul-din-ucraina-conform-unei-intelegeri-la-nivel-guvernamental
167,The armed conflict in Ukraine is a civil war because the Russians and Ukrainians are a single people,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-conflictul-armat-din-ucraina-este-un-razboi-civil-pentru-ca-rusii-si-ucrainenii-sunt-un-singur-popor
168,The leadership of Ukraine wants war to make money and don't care about the sufferings of civilians,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-conducerea-ucrainei-vrea-razboi-ca-sa-faca-bani-si-nu-i-pasa-de-suferintele-civililor
169,Moldovan authorities sell in the EU more expensive cheap gas they receive from Russia,fake_news,https://www.veridica.ro/stiri-false/fake-news-autoritatile-moldovene-vand-in-ue-mai-scump-gazul-ieftin-pe-care-il-primesc-din-rusia
170,The United States has entered Ukraine since 2014 to push the war against Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-statele-unite-au-inarmat-ucraina-incepand-cu-2014-pentru-a-o-impinge-la-razboi-impotriva-rusiei
171,In Ukraine are only the Eastern Russians because they want to exterminate them,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-in-ucraina-sunt-mobilizati-doar-rusofonii-din-est-pentru-ca-se-doreste-exterminarea-lor
172,In Romania it will be the Blackout of Holidays so that the patriots can be assassinated,disinformation,https://www.veridica.ro/dezinformare/dezinformare-in-romania-va-fi-blackout-de-sarbatori-pentru-ca-patriotii-sa-poata-fi-asasinati
173,Moscow shows restraint when bombarding Ukraine because he knows that the population does not support neo-Nazi government,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-moscova-arata-retinere-cand-bombardeaza-ucraina-pentru-ca-stie-ca-populatia-nu-sustine-guvernarea-neo-nazista
174,The government in Chisinau wants to force the entry of the Republic of Moldova to NATO,fake_news,https://www.veridica.ro/stiri-false/fake-news-guvernarea-de-la-chisinau-vrea-sa-forteze-intrarea-republicii-moldova-in-nato
175,"Already conquered by the West, Romania is being trampled and Ukraine",fake_news,https://www.veridica.ro/stiri-false/fake-news-deja-cucerita-de-occident-romania-se-lasa-calcata-in-picioare-si-de-ucraina
176,The Hague Court acknowledged that Russia was not involved in the Dowel of the MH17 aircraft in 2014,disinformation,https://www.veridica.ro/dezinformare/dezinformare-curtea-de-la-haga-a-recunoscut-ca-rusia-nu-a-fost-implicata-in-doborarea-avionului-mh17-in-2014
177,Chisinaul negotiates with Kiev an exchange of territories offers a military deposit in Transnistria instead of a part of the Odessa region,fake_news,https://www.veridica.ro/stiri-false/fake-news-chisinaul-negociaza-cu-kievul-un-schimb-de-teritorii-ofera-un-depozit-militar-din-transnistria-in-locul-unei-parti-a-regiunii-odessa
178,Putin did not attend the G20 summit because the West was preparing a terrorist attack against,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-putin-nu-a-participat-la-summit-ul-g20-pentru-ca-occidentul-pregatea-un-atac-terorist-impotriva-sa
179,The French reject the policy of sanctions towards Russia and assistance granted to Ukraine,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-francezii-resping-politica-de-sanctiuni-fata-de-rusia-si-asistenta-acordata-ucrainei
180,"NATO stole the national holiday of Romania, leaving at the same time the country without army",fake_news,https://www.veridica.ro/stiri-false/fake-news-nato-a-furat-sarbatoarea-nationala-a-romaniei-lasand-in-acelasi-timp-tara-fara-armata
181,Volodimir Zelenski visited the herson to launch civilian massacre,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-volodimir-zelenski-a-vizitat-hersonul-pentru-a-lansa-masacrarea-civililor
182,The United States is preparing to attack Transnistria,fake_news,https://www.veridica.ro/stiri-false/fake-news-statele-unite-se-pregatesc-sa-atace-transnistria
183,Zelenski will give up Poland Lviv Region,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-zelenski-ii-va-ceda-poloniei-regiunea-lviv
184,Romanian consumers will no longer be able to buy energy from Hidroelectrica and Nuclearelectrica because it will be the date of Moldova,fake_news,https://www.veridica.ro/stiri-false/fake-news-consumatorii-romani-nu-vor-mai-putea-cumpara-energie-de-la-hidroelectrica-si-nuclearelectrica-din-cauza-ca-aceasta-va-fi-data-moldovei
185,The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine,fake_news,https://www.veridica.ro/stiri-false/fake-news-republica-moldova-fura-gazul-transnistriei-si-il-vinde-ucrainei
186,Belarus and Russia form a common military group to defend itself from Ukrainian terrorist attacks and a possible NATO aggression,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-belarusul-si-rusia-formeaza-un-grup-militar-comun-pentru-a-se-apara-de-atacuri-teroriste-ucrainene-si-de-o-posibila-agresiune-nato
187,Ukraine unemployed will be enrolled in the army and sent to the front,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-somerii-din-ucraina-vor-fi-inrolati-in-armata-si-trimisi-pe-front
188,The Ukrainian army gives money to those who trick their friends to enlist,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-armata-ucraineana-le-da-bani-celor-care-isi-pacalesc-prietenii-sa-se-inroleze
189,The Netherlands opposes Romania's entry into Schengen because the Constanta port threatens the supremacy of the Rotterdam port,fake_news,https://www.veridica.ro/stiri-false/fake-news-olanda-se-opune-intrarii-romaniei-in-schengen-deoarece-portul-constanta-ameninta-suprematia-portului-rotterdam
190,Romanians protest in mass towards NATO and support policy for Ukraine,fake_news,https://www.veridica.ro/stiri-false/fake-news-romanii-protesteaza-in-masa-fata-de-nato-si-politica-de-sprijin-pentru-ucraina
191,Israel will not deliver weapons of Ukraine so that it is not stolen or sold to Iran,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-israelul-nu-va-livra-armament-ucrainei-pentru-ca-acesta-sa-nu-fie-furat-sau-vandut-iranului
192,The world occult will bring humanity under control by imposing digital currencies and digital identity,fake_news,https://www.veridica.ro/stiri-false/fake-news-oculta-mondiala-va-aduce-omenirea-sub-control-impunand-monede-digitale-si-identitatea-digitala
193,The pro-European from Chisinau creates a militarized authoritarian regime that will not be changed on democratic paths,disinformation,https://www.veridica.ro/dezinformare/dezinformare-pro-europenii-de-la-chisinau-creeaza-un-regim-autoritar-militarizat-care-nu-se-va-lasa-schimbat-pe-cai-democratice
194,Chisinau was developed by the Russians and was degraded when it was administered by Romanians,disinformation,https://www.veridica.ro/dezinformare/dezinformare-chisinaul-a-fost-dezvoltat-de-rusi-si-s-a-degradat-cand-a-fost-administrat-de-romani
195,Foreign diplomats withdraw from Kiev by the fear of the Russian offensive,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-diplomatii-straini-se-retrag-din-kiev-de-frica-ofensivei-ruse
196,The reform in justice leads to the undermining of the Constitutional Court and the loss of the sovereignty of Romania,fake_news,https://www.veridica.ro/stiri-false/fake-news-reforma-in-justitie-duce-la-subminarea-curtii-constitutionale-si-pierderea-suveranitatii-romaniei
197,Russia withdrew from the APCE because he didn't want gay in the State Duma,fake_news,https://www.veridica.ro/stiri-false/fake-news-rusia-s-a-retras-din-apce-pentru-ca-n-a-vrut-gay-in-duma-de-stat
198,In the Republic of Moldova were prohibited protests on working days,fake_news,https://www.veridica.ro/stiri-false/fake-news-in-republica-moldova-au-fost-interzise-protestele-in-zilele-lucratoare
199,"Like Adolf Hitler, Volodimir Zelenski joined Europe to destroy Russia",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-la-fel-ca-si-adolf-hitler-volodimir-zelenski-a-unit-europa-pentru-a-distruge-rusia
200,"Russia shows restraint in the Ukraine War, especially when it attacks civil goals",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-rusia-arata-retinere-in-razboiul-din-ucraina-mai-ales-cand-ataca-obiective-civile
201,"Hidroelectrica, like other Romanians, will be taken by foreigners",fake_news,https://www.veridica.ro/stiri-false/fake-news-hidroelectrica-la-fel-ca-si-alte-avutii-ale-romanilor-va-fi-luata-de-straini
202,"Half of the Ukrainian army military are foreigners, which means NATO participating in the war",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-jumatate-din-militarii-armatei-ucrainene-sunt-straini-ceea-ce-inseamna-ca-nato-participa-la-razboi
203,"The opposition from Chisinau has united its efforts against governance, organizing massive protests",fake_news,https://www.veridica.ro/stiri-false/fake-news-opozitia-de-la-chisinau-si-a-unit-eforturile-impotriva-guvernarii-organizand-proteste-masive
204,Anti-Covid19 vaccine leads to testicular cancer,fake_news,https://www.veridica.ro/stiri-false/fake-news-vaccinul-anti-covid19-duce-la-cancer-testicular
205,Ukraine will use a radiological bomb in the south of the country,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucraina-va-folosi-o-bomba-radiologica-in-sudul-tarii
206,The UN Charter allows Russia to attack Ukraine to combat Nazism,fake_news,https://www.veridica.ro/stiri-false/fake-news-carta-onu-ii-permite-rusiei-sa-atace-ucraina-pentru-a-combate-nazismul
207,The Republic of Moldova is led by a Russian dictatorial regime,disinformation,https://www.veridica.ro/dezinformare/dezinformare-republica-moldova-este-condusa-de-un-regim-dictatorial-rusofob
208,A referendum for joining Poland will be organized in the LIOV region,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-in-regiunea-lvov-va-fi-organizat-un-referendum-pentru-alipirea-la-polonia
209,"The referendums in the busy Ukraine are legitimate, and Russia is superior to the West",fake_news,https://www.veridica.ro/stiri-false/fake-news-referendumurile-din-ucraina-ocupata-sunt-legitime-iar-rusia-e-superioara-militar-occidentului
210,West observers confirm that Ukraine referendums have met democratic standards,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-observatorii-din-occident-confirma-ca-referendumurile-din-ucraina-au-respectat-standardele-democratice
211,The victory of the right in Italy puts an end to the sanitary dictatorship,fake_news,https://www.veridica.ro/stiri-false/fake-news-victoria-dreptei-in-italia-pune-capat-dictaturii-sanitare
212,Losses of hundreds of thousands of Ukrainian military confirmed by a general from Kiev,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-pierderi-de-sute-de-mii-de-militari-ucraineni-confirmate-de-un-general-de-la-kiev
213,The Republic of Moldova wants an exchange of territories with Ukraine,fake_news,https://www.veridica.ro/stiri-false/fake-news-republica-moldova-vrea-un-schimb-de-teritorii-cu-ucraina
214,Referendums of attachment to Russia of the territories in the eastern and southern Ukraine respect the UN Charter,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-referendumurile-de-alipire-la-rusia-a-teritoriilor-din-estul-si-sudul-ucrainei-respecta-carta-onu
215,Secret services want the protest orchestra to justify the abandonment of Ukraine by the EU,fake_news,https://www.veridica.ro/stiri-false/fake-news-serviciile-secrete-vor-orchestra-proteste-pentru-a-justifica-abandonarea-ucrainei-de-catre-ue
216,Partial mobilization Ordinance of Putin will prevent a nuclear disaster and will lead to a conflict and diplomatic dialogue,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-mobilizarea-partiala-ordonata-de-putin-va-preveni-un-dezastru-nuclear-si-va-duce-la-o-dezescaladare-a-conflictului-si-un-dialog-diplomatic
217,The Izium massacre was an insanity meant to compromise the Russian army,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-masacrul-de-la-izium-a-fost-o-inscenare-menita-sa-compromita-armata-rusa
218,"The EU abandoned the Republic of Moldova, and Romania doubled its price for electricity",fake_news,https://www.veridica.ro/stiri-false/fake-news-ue-a-abandonat-republica-moldova-iar-romania-i-a-dublat-pretul-la-energia-electrica
219,Moldova closes schools to buy weapons from the West,disinformation,https://www.veridica.ro/dezinformare/dezinformare-moldova-inchide-scoli-ca-sa-cumpere-arme-din-occident
220,The Kiev government expressed his distrust in the Western partners,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-guvernul-de-la-kiev-si-a-exprimat-neincrederea-in-partenerii-din-occident
221,Poland will trigger a war against Russia in the next 10 years,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-polonia-va-declansa-un-razboi-impotriva-rusiei-in-urmatorii-10-ani
222,Russia is not to blame for the explosion of energy and natural gas prices,disinformation,https://www.veridica.ro/dezinformare/dezinformare-rusia-nu-este-de-vina-pentru-explozia-preturilor-la-energie-si-gaze-naturale
223,Chisinau authorities threaten the autonomy of Gagauzia,fake_news,https://www.veridica.ro/stiri-false/fake-news-autoritatile-de-la-chisina-ameninta-autonomia-gagauziei
224,"The inhabitants of the Zaporojie region are waiting for the liberation of the cities of Micolaev, Kharkov and Odessa by the Ukrainian Nazis",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-locuitorii-regiunii-zaporojie-asteapta-eliberarea-oraselor-micolaev-harkov-si-odessa-de-nazistii-ucraineni
225,Romanians and Europe will freeze in winter,disinformation,https://www.veridica.ro/dezinformare/dezinformare-romanii-si-europa-vor-ingheta-la-iarna-din-cauza-gazingrad-ului
226,Aiea mission praised the Russian army because it defended the nuclear central of the Ukrainian bombing,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-misiunea-aiea-a-laudat-armata-rusa-pentru-ca-apara-centrala-nucleara-zaporojie-de-bombardamentele-ucrainene
227,"The Russian military presence in Transnistria is the ""foundation stone"" of security throughout the region",disinformation,https://www.veridica.ro/dezinformare/dezinformare-prezenta-militara-rusa-in-transnistria-este-piatra-de-temelie-a-securitatii-in-intreaga-regiune
228,Anthony Fauci confirmed that the Sars-Cov-2 virus was produced in Ukraine laboratories,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-anthony-fauci-a-confirmat-ca-virusul-sars-cov-2-a-fost-produs-in-laboratoarele-din-ucraina
229,Most Romanians will exit the country from NATO and EU,disinformation,https://www.veridica.ro/dezinformare/dezinformare-majoritatea-romanilor-vor-iesirea-tarii-din-nato-si-ue
230,The government in Chisinau undermines the role of the Russian language and violates the rights of national minorities,disinformation,https://www.veridica.ro/dezinformare/dezinformare-guvernarea-de-la-chisinau-submineaza-rolul-limbii-ruse-si-incalca-drepturile-minoritatilor-nationale
231,On the EU territory are trained terrorists who will act against civilians in Donbass,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-pe-teritoriul-ue-sunt-instruiti-teroristi-care-vor-actiona-impotriva-civililor-din-donbass
232,"Because of the neonazist propaganda of Kiev, the Ukrainians do not understand that they are released by Russia, not busy",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-din-cauza-propagandei-neonaziste-a-kievului-ucrainenii-nu-inteleg-ca-sunt-eliberati-de-rusia-si-nu-ocupati
233,"""World Hide"" plans to implant chips to children",fake_news,https://www.veridica.ro/stiri-false/fake-news-oculta-mondiala-planuieste-sa-implanteze-cipuri-copiilor
234,US will cause a nuclear disaster in Ukraine to hide the traces of biological weapons laboratories,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-sua-vor-provoca-un-dezastru-nuclear-in-ucraina-pentru-a-ascunde-urmele-laboratoarelor-de-arme-biologice
235,Poverty brought by Maia Sandu government forces people to warm up with balegar,disinformation,https://www.veridica.ro/dezinformare/dezinformare-saracia-adusa-de-guvernarea-maia-sandu-forteaza-oamenii-sa-se-incalzeasca-cu-balegar
236,A Romanian basketball player died because of the vaccination against Covid-19,fake_news,https://www.veridica.ro/stiri-false/fake-news-o-baschetbalista-din-romania-a-murit-din-cauza-vaccinarii-impotriva-covid-19
237,The Chisinau government has set up a dictatorial regime fighting the free press,disinformation,https://www.veridica.ro/dezinformare/dezinformare-guvernarea-de-la-chisinau-a-instituit-un-regim-dictatorial-care-lupta-impotriva-presei-libere
238,Maia Sandu is preparing a coup against her own government,disinformation,https://www.veridica.ro/dezinformare/dezinformare-maia-sandu-pregateste-o-lovitura-de-stat-contra-propriei-guvernari
239,EU states will ask Ukraine to give in to Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-statele-ue-ii-vor-cere-ucrainei-sa-cedeze-in-fata-rusiei
240,Zelenski makes laws to extend the war with Russia for another 50,fake_news,https://www.veridica.ro/stiri-false/fake-news-zelenski-face-legi-pentru-a-prelungi-razboiul-cu-rusia-pe-inca-50-de-ani
241,The level of criminality in Ukraine has increased three times after the arming of civilians,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-nivelul-infractionalitatii-din-ucraina-a-crescut-de-trei-ori-in-urma-inarmarii-civililor
242,"If the Republic of Moldova had been part of Romania, it was a underdeveloped region, with a population of illiterates covered to the Romans",disinformation,https://www.veridica.ro/dezinformare/dezinformare-daca-republica-moldova-ar-fi-fost-parte-a-romaniei-era-o-regiune-subdezvoltata-cu-o-populatia-de-analfabeti-aserviti-romanilor
243,Ukrainian authorities have abandoned the Herson.The region will unite with Russia that will protect Ukrainian,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-autoritatile-ucrainene-au-abandonat-hersonul-regiunea-se-va-uni-cu-rusia-care-va-proteja-limba-ucraineana
244,UN and Turkey recognize Russia's right to control Ukraine's maritime ports,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-onu-si-turcia-recunosc-dreptul-rusiei-de-a-controla-porturile-maritime-ale-ucrainei
245,"Chisinau has requested the support of Romania to defend itself from Russia, and this will lead to the annexation of Moldova",disinformation,https://www.veridica.ro/dezinformare/dezinformare-chisinaul-a-solicitat-sprijinul-romaniei-pentru-a-se-apara-de-rusia-iar-asta-va-duce-la-anexarea-moldovei
246,"To the US command, Kiev will cause a nuclear disaster at Zaporojie",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-la-comanda-sua-kievul-va-provoca-un-dezastru-nuclear-la-zaporojie
247,The Soviet regime did not organize the hunger in Bessarabia,disinformation,https://www.veridica.ro/dezinformare/dezinformare-regimul-sovietic-nu-a-organizat-foametea-din-basarabia
248,"Russia killed with a single rocket at least 15 Ukrainian generals in Vinita, stop the counter -offensive from Donbass",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-rusia-a-ucis-cu-o-singura-racheta-cel-putin-15-generali-ucraineni-la-vinita-oprind-contraofensiva-din-donbass
249,Zaporojie set contacts with at least 15 states including EU limbs,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-zaporojie-a-stabilit-contacte-cu-cel-putin-15-state-inclusiv-membre-ue
250,Chisinau wants to denounce the fire termination agreement in Transnistria,disinformation,https://www.veridica.ro/dezinformare/dezinformare-chisinaul-vrea-sa-denunte-acordul-de-incetare-a-focului-in-transnistria
251,The Strategic Partnership Romania-US did not bring us advantages,disinformation,https://www.veridica.ro/dezinformare/dezinformare-parteneriatul-strategic-romania-sua-nu-ne-a-adus-avantaje
252,American scientists support Putin's ideas about Ukraine,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-savantii-americani-sprijina-ideile-lui-putin-referitoare-la-ucraina
253,Romania will be invaded by Africans and Asians from Ukraine,fake_news,https://www.veridica.ro/stiri-false/fake-news-romania-va-fi-invadata-de-africani-si-asiatici-veniti-din-ucraina
254,Ukrainian refugees in Germany will be accommodated in a former Nazi camp of concentration,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-refugiatii-ucraineni-din-germania-vor-fi-cazati-intr-un-fost-lagar-nazist-de-concentrare
255,The armament delivered to Ukraine transits the territory of the Republic of Moldova,disinformation,https://www.veridica.ro/dezinformare/dezinformare-armamentul-livrat-ucrainei-tranziteaza-teritoriul-republicii-moldova
256,Poland will collaborate with Hungary and Romania to capture some of Ukraine,war_propaganda,https://www.veridica.ro/dezinformare/propaganda-de-razboi-polonia-va-colabora-cu-ungaria-si-romania-pentru-a-acapara-o-parte-din-ucraina
257,Residents of Kharkov region request joining in Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-locuitorii-regiunii-harkov-solicita-alipirea-la-rusia
258,Romania will help Ukraine recover the herson,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-romania-va-ajuta-ucraina-sa-recupereze-hersonul
259,Maia Sandu closes universities and schools with teaching in Russian,fake_news,https://www.veridica.ro/stiri-false/fake-news-maia-sandu-inchide-universitati-si-scoli-cu-predare-in-limba-rusa
260,"Public warnings are ""founders"", as well as former security collaborators",disinformation,https://www.veridica.ro/dezinformare/dezinformare-avertizorii-publici-sunt-turnatori-la-fel-ca-fostii-colaboratori-ai-securitatii
261,Volodimir Zelenski will be tried for war crimes,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-volodimir-zelenski-va-fi-judecat-pentru-crime-de-razboi
262,"Moldova will enter a deep crisis when, pressed by the EU, will sanction Russia",disinformation,https://www.veridica.ro/dezinformare/dezinformare-moldova-va-intra-intr-o-criza-profunda-cand-presata-de-ue-va-sanctiona-rusia
263,The inhabitants of the Luhansk region will be deported by Kiev,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-locuitorii-regiunii-luhansk-vor-fi-deportati-de-kiev
264,US do dangerous nuclear experiments in Romania,fake_news,https://www.veridica.ro/stiri-false/fake-news-sua-fac-experimente-nucleare-periculoase-in-romania-2
265,The EU will deport to Ukraine refugee men to be enrolled in the Ukrainian army,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ue-va-deporta-in-ucraina-barbatii-refugiati-pentru-a-fi-inrolati-in-armata-ucraineana
266,The EU offers the status of candidate to Russian countries but they have nothing to win,disinformation,https://www.veridica.ro/dezinformare/dezinformare-ue-le-ofera-statut-de-candidat-tarilor-rusofobe-dar-acestea-n-au-nimic-de-castigat
267,In Ukraine was canonized nationalist leader Stepan Bandera,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-in-ucraina-a-fost-canonizat-liderul-nationalist-stepan-bandera
268,,disinformation,https://www.veridica.ro/dezinformare/dezinformare-in-republica-moldova-se-introduce-cenzura-prin-interzicerea-difuzarii-unor-categorii-de-programe-din-rusia
269,Kiev pays Western armament with Ukrainian museum exhibits,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-kievul-achita-armamentul-occidental-cu-exponate-muzeale-ucrainene
270,WHO will use the census data in Romania in an abusive way,disinformation,https://www.veridica.ro/dezinformare/dezinformare-oms-va-folosi-datele-recensamantului-din-romania-intr-un-mod-abuziv
271,The volunteers from Zaporojie are registered in a battalion that will defend the Ukrainian army region,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-voluntarii-din-zaporojie-se-inscriu-intr-un-batalion-care-va-apara-regiunea-de-armata-ucraineana
272,The Ukrainian army massacres Russophones while withdrawal from Donbass,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-armata-ucraineana-masacreaza-rusofonii-in-timpul-retragerii-din-donbass
273,NATO's Secretary General Proposes Kiev to give up Russia certain territories in the name of peace,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-secretarul-general-al-nato-propune-kievului-sa-cedeze-rusiei-anumite-teritorii-in-numele-pacii
274,The West pushes the Republic of Moldova to war with Transnistria and Russia,fake_news,https://www.veridica.ro/stiri-false/fake-news-ofake-news-occidentul-impinge-republica-moldova-spre-razboi-cu-transnistria-si-rusia
275,China's delegation left the room during a speech by Volodimir Zelenski,fake_news,https://www.veridica.ro/stiri-false/fake-news-delegatia-chinei-a-parasit-sala-in-timpul-unui-discurs-al-lui-volodimir-zelenski
276,Moldova is pushed to war with Russia and the Union with Romania,disinformation,https://www.veridica.ro/dezinformare/dezinformare-moldova-e-impinsa-spre-razboi-cu-rusia-si-unirea-cu-romania
277,The United States is studying Russian armament captured in Ukraine to copy its ultra-modern technology,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-statele-unite-studiaza-armamentul-rusesc-capturat-in-ucraina-pentru-a-i-copia-tehnologia-ultramoderna
278,The United States caused Ukraine's war to take advantage of economically,disinformation,https://www.veridica.ro/dezinformare/dezinformare-statele-unite-au-provocat-razboiul-din-ucraina-pentru-a-profita-economic
279,The children in Donbass were sold for organs under the coordination of the Red Cross,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-copiii-din-donbass-erau-vanduti-pentru-organe-sub-coordonarea-crucii-rosii
